index,order_id,date,status,fulfilment,sales_channel,ship-service-level,style,sku,category,size,asin,courier_status,qty,currency,amount,ship-city,ship-state,ship-postal-code,ship-country,b2b,fulfilled-by
657,405-9201316-2870743,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0117,J0117-TP-XXL,Top,XXL,B08N4XHHCQ,Shipped,1,INR,518.0,MIHAN,MAHARASHTRA,441110.0,IN,True,Easy Ship
658,408-7966317-7457928,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,NEW DELHI,DELHI,110092.0,IN,False,Easy Ship
663,171-5702903-4981901,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET265,SET265-KR-NP-XS,Set,XS,B0983BR8XF,Shipped,1,INR,888.0,NOIDA,UTTAR PRADESH,201301.0,IN,False,Easy Ship
665,405-3523941-5355524,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3769,JNE3769-KR-L,kurta,L,B09K3T675B,Shipped,1,INR,487.0,HYDERABAD,TELANGANA,502319.0,IN,False,Easy Ship
666,405-3523941-5355524,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597.0,HYDERABAD,TELANGANA,502319.0,IN,False,Easy Ship
667,403-5082537-8368348,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XXXL,kurta,3XL,B08RP4JJPD,Shipped,1,INR,363.0,BENGALURU,KARNATAKA,560033.0,IN,False,Easy Ship
674,171-5594281-0212357,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET110,SET110-KR-PP-XXXL,Set,3XL,B0822TCBKH,Shipped,1,INR,788.0,SHILLONG,MEGHALAYA,793018.0,IN,False,Easy Ship
683,407-2944929-6438702,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET219,SET219-KR-PP-XXXL,Set,3XL,B08B3Y6ZXM,Shipped,1,INR,662.0,VIJAYAWADA,ANDHRA PRADESH,520015.0,IN,False,Easy Ship
686,171-2754000-1881907,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3745,JNE3745-KR-S,kurta,S,B09K3WHQ6G,Shipped,1,INR,316.0,DHARWAD,KARNATAKA,580003.0,IN,False,Easy Ship
696,408-9898972-5365901,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET220,SET220-KR-PP-XL,Set,XL,B08MXFTM5W,Shipped,1,INR,1099.0,HYDERABAD,TELANGANA,500015.0,IN,False,Easy Ship
699,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-XXXL,kurta,3XL,B08RP2HWM6,Shipped,1,INR,362.0,DIU,DADRA AND NAGAR,362570.0,IN,False,Easy Ship
700,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3702,JNE3702-KR-XXXL,kurta,3XL,B093ZRBGR9,Shipped,1,INR,342.0,DIU,DADRA AND NAGAR,362570.0,IN,False,Easy Ship
701,405-7732656-4733913,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3461,JNE3461-KR-XXXL,kurta,3XL,B08B3YC7HZ,Shipped,1,INR,363.0,DIU,DADRA AND NAGAR,362570.0,IN,False,Easy Ship
714,408-3810333-4165930,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2265,JNE2265-KR-501-XL,kurta,XL,B07HWRCWF8,Shipped,1,INR,329.0,NEW DELHI,DELHI,110092.0,IN,False,Easy Ship
726,402-6454286-3321909,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399.0,Deganga,WEST BENGAL,743438.0,IN,False,Easy Ship
729,408-4193711-8156307,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0215,J0215-BL-L,Blouse,L,B09KXWWDL3,Shipped,1,INR,0.0,KARIMGANJ,ASSAM,788710.0,IN,False,Easy Ship
730,404-5546156-4947565,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471.0,AHMEDABAD,Gujarat,382340.0,IN,False,Easy Ship
731,408-0902233-8069950,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,JNE3714,JNE3714-KR-L,kurta,L,B099NQB2S9,Shipped,1,INR,0.0,BENGALURU,KARNATAKA,560064.0,IN,False,Easy Ship
738,402-0069978-7444377,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399.0,HYDERABAD,TELANGANA,500067.0,IN,False,Easy Ship
742,405-3921640-0927553,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-L,Set,L,B09KXT4VG7,Shipped,1,INR,666.0,LONI KALBHOR,MAHARASHTRA,412201.0,IN,False,Easy Ship
754,171-0211853-1251554,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0382,J0382-SKD-XL,Set,XL,B09M6TRWRL,Shipped,1,INR,1173.0,KATIHAR,BIHAR,855102.0,IN,False,Easy Ship
755,404-3699924-2837921,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-M,kurta,M,B09K3W2LHF,Shipped,1,INR,459.0,BENGALURU,KARNATAKA,560086.0,IN,False,Easy Ship
761,403-8306900-1833930,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,PJNE3068,PJNE3068-KR-6XL,kurta,6XL,B09M76SVFW,Shipped,1,INR,692.0,AHMEDABAD,Gujarat,382481.0,IN,False,Easy Ship
763,403-1632972-2861963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3468,JNE3468-KR-XL,kurta,XL,B08RP67NGB,Shipped,1,INR,363.0,CHENNAI,TAMIL NADU,600078.0,IN,False,Easy Ship
769,406-3236326-4964331,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3799,JNE3799-KR-XS,kurta,XS,B09SDZ78G5,Shipped,1,INR,666.0,PUNE,MAHARASHTRA,411024.0,IN,False,Easy Ship
771,402-7682157-9147503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0003,J0003-SET-L,Set,L,B0894Y4PNG,Shipped,1,INR,696.0,HYDERABAD,TELANGANA,500085.0,IN,False,Easy Ship
773,408-8569813-9288333,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0014,J0014-LCD-S,Set,S,B0894WPZNV,Shipped,1,INR,1199.0,SATNA,MADHYA PRADESH,485001.0,IN,False,Easy Ship
777,402-1704468-7240327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3609,JNE3609-KR-XXL,kurta,XXL,B08W1HC76G,Shipped,1,INR,568.0,MADURAI,TAMIL NADU,625007.0,IN,False,Easy Ship
785,408-5238024-3207538,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET192,SET192-KR-NP-XXXL,Set,3XL,B0983CDYWM,Shipped,1,INR,680.0,DEVARAKONDA,TELANGANA,508248.0,IN,False,Easy Ship
788,407-0828621-5564309,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-L,kurta,L,B081X7JHBC,Shipped,1,INR,399.0,DEHRADUN,UTTARAKHAND,248001.0,IN,False,Easy Ship
796,405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725.0,BENGALURU,KARNATAKA,560057.0,IN,False,Easy Ship
797,405-3441275-4039543,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE1998,JNE1998-KR-311-S,kurta,S,B074X8TX37,Shipped,1,INR,295.0,BENGALURU,KARNATAKA,560057.0,IN,False,Easy Ship
811,402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3818,JNE3818-KR-M,kurta,M,B09LV1K1PD,Shipped,1,INR,499.0,Shakarpur,DELHI,110092.0,IN,False,Easy Ship
812,402-4804971-8591532,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3712,JNE3712-TP-N-M,Top,M,B08ZJ91MT3,Shipped,1,INR,518.0,Shakarpur,DELHI,110092.0,IN,False,Easy Ship
821,405-6836135-6312327,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3706,JNE3706-DR-L,Western Dress,L,B0982ZYR1X,Shipped,1,INR,413.0,NAGPUR,MAHARASHTRA,441111.0,IN,False,Easy Ship
823,403-9835374-1565102,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XS,Set,XS,B09RPCWKJW,Shipped,1,INR,1186.0,KOLKATA,WEST BENGAL,700074.0,IN,False,Easy Ship
833,406-8536478-4581952,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0117,J0117-TP-S,Top,S,B08N48MV3R,Shipped,1,INR,518.0,"KOTPAD, Koraput",ODISHA,764058.0,IN,False,Easy Ship
839,408-9408562-5254749,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0372,J0372-SKD-M,Set,M,B09K3L39C4,Shipped,1,INR,1099.0,KOLKATA,WEST BENGAL,700090.0,IN,False,Easy Ship
842,171-3255381-0489121,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0097,J0097-KR-XXXL,kurta,3XL,B08BJRMLZC,Shipped,1,INR,534.0,MUMBAI,MAHARASHTRA,400097.0,IN,False,Easy Ship
859,407-6114533-2816312,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3722,JNE3722-KR-L,kurta,L,B09BQBB47Y,Shipped,1,INR,280.0,MADIKERI,KARNATAKA,571201.0,IN,True,Easy Ship
865,404-6763777-8680366,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5007,MEN5007-KR-M,kurta,M,B08YYZ7YQZ,Shipped,1,INR,475.0,PUNE,MAHARASHTRA,411006.0,IN,False,Easy Ship
891,407-3644990-7729144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,Shipped,1,INR,744.0,CHENNAI,TAMIL NADU,600088.0,IN,False,Easy Ship
896,406-7221225-8921144,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,1,INR,626.0,NAGPUR,MAHARASHTRA,440013.0,IN,False,Easy Ship
915,171-2789156-5817163,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5003,MEN5003-KR-XXXL,kurta,3XL,B08YZ45DTV,Shipped,1,INR,449.0,NAGAUR,RAJASTHAN,342037.0,IN,False,Easy Ship
917,408-9259634-7565152,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3660,JNE3660-TP-N-S,Top,S,B08ZHFVV6F,Shipped,1,INR,391.0,NEYYATTINKARA,KERALA,695122.0,IN,False,Easy Ship
918,171-2120512-6643534,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399.0,CHITTOOR,ANDHRA PRADESH,517001.0,IN,False,Easy Ship
920,402-6159360-3192305,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3407,JNE3407-KR-S,kurta,S,B0893DLLWX,Shipped,1,INR,249.0,COIMBATORE,TAMIL NADU,641049.0,IN,False,Easy Ship
921,406-4919920-0965963,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET359,SET359-KR-NP-L,Set,L,B09RKFJ94S,Shipped,1,INR,1099.0,MUMBAI,MAHARASHTRA,400012.0,IN,False,Easy Ship
936,404-4599488-8213952,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3825,JNE3825-KR-M,kurta,M,B09LV2CTYL,Shipped,1,INR,474.0,BENGALURU,KARNATAKA,560087.0,IN,False,Easy Ship
939,171-2550230-3805124,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0098,J0098-TP-XXL,Top,XXL,B092D3D5BL,Shipped,1,INR,413.0,THANE (W),MAHARASHTRA,400601.0,IN,False,Easy Ship
940,402-5852450-2129941,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-S,kurta,S,B079WZ263P,Shipped,1,INR,495.0,CHENNAI,TAMIL NADU,600125.0,IN,False,Easy Ship
941,405-3054995-4312360,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3802,JNE3802-KR-L,kurta,L,B09K3THDTH,Shipped,1,INR,459.0,MYSURU,KARNATAKA,570023.0,IN,False,Easy Ship
943,406-1981446-7471514,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET377,SET377-KR-NP-M,Set,M,B09TZV23QS,Shipped,1,INR,1238.0,NEW DELHI,DELHI,110052.0,IN,False,Easy Ship
947,408-8489677-5577933,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5004,MEN5004-KR-XL,kurta,XL,B08YZ19332,Shipped,1,INR,0.0,NOIDA,UTTAR PRADESH,201304.0,IN,False,Easy Ship
955,402-7078622-5609155,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0285,J0285-SKD-S,Set,S,B08QGJ32WW,Shipped,1,INR,1432.0,KOTTAYAM,KERALA,686020.0,IN,False,Easy Ship
957,408-7206307-2384358,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,725.0,DHARMADOM,KERALA,670661.0,IN,False,Easy Ship
971,402-6638943-7023558,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XXXL,Set,3XL,B09M76KXC7,Shipped,1,INR,613.0,NEW DELHI,DELHI,110074.0,IN,False,Easy Ship
975,402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5028,MEN5028-KR-XL,kurta,XL,B08YYTL6BX,Shipped,1,INR,499.0,NAGPUR,MAHARASHTRA,440007.0,IN,False,Easy Ship
976,402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5011,MEN5011-KR-XL,kurta,XL,B08YZ1RHHJ,Shipped,1,INR,499.0,NAGPUR,MAHARASHTRA,440007.0,IN,False,Easy Ship
980,403-8342497-0727510,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0210,J0210-DR-XL,Ethnic Dress,XL,B098322SHW,Shipped,1,INR,783.0,HYDERABAD,TELANGANA,500075.0,IN,False,Easy Ship
983,407-3205298-5473103,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0095,J0095-SET-XL,Set,XL,B08CMN1K86,Shipped,1,INR,653.0,COIMBATORE,TAMIL NADU,641045.0,IN,False,Easy Ship
986,408-2548158-8811519,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET342,SET342-KR-NP-N-XXL,Set,XXL,B09Q18R2RN,Shipped,1,INR,0.0,BELAGAVI,KARNATAKA,590006.0,IN,False,Easy Ship
988,402-2375582-5673132,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET398,SET398-KR-PP-XS,Set,XS,B09RPCWKJW,Shipped,1,INR,1186.0,GURUGRAM,HARYANA,122017.0,IN,False,Easy Ship
989,402-7355260-1275513,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3487,JNE3487-KR-L,kurta,L,B08RP29G54,Shipped,1,INR,362.0,HYDERABAD,TELANGANA,500081.0,IN,False,Easy Ship
997,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0004,J0004-SKD-XL,Set,XL,B0894XWGCR,Shipped,1,INR,1186.0,hyderabad,TELANGANA,500012.0,IN,False,Easy Ship
998,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0234,J0234-SKD-L,Set,L,B08WHW4T6L,Shipped,1,INR,1213.0,hyderabad,TELANGANA,500012.0,IN,False,Easy Ship
999,408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0236,J0236-SKD-L,Set,L,B08ZYQB6HN,Shipped,1,INR,922.0,hyderabad,TELANGANA,500012.0,IN,False,Easy Ship
1006,402-9657774-4318743,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3160,JNE3160-KR-G-XXXL,kurta,3XL,B07K3VQMML,Shipped,1,INR,685.0,BILASPUR,CHHATTISGARH,495001.0,IN,False,Easy Ship
1008,406-3669070-7817938,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET110,SET110-KR-PP-M,Set,M,B0822TDMYH,Shipped,1,INR,788.0,PUDUCHERRY,PUDUCHERRY,605110.0,IN,False,Easy Ship
1014,406-3330230-6797916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3861,JNE3861-DR-M,Western Dress,M,B09SDYNSM7,Shipped,1,INR,791.0,GHAZIABAD,UTTAR PRADESH,201010.0,IN,False,Easy Ship
1023,404-9035115-5697167,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET199,SET199-KR-NP-L,Set,L,B08WRBG19P,Shipped,1,INR,696.0,GUWAHATI,ASSAM,781007.0,IN,False,Easy Ship
1029,403-1239945-5591548,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3160,JNE3160-KR-G-XXXL,kurta,3XL,B07K3VQMML,Shipped,1,INR,685.0,BARASAT,WEST BENGAL,700129.0,IN,False,Easy Ship
1040,171-2558577-3963545,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3795,JNE3795-KR-S,kurta,S,B09HMCWNJX,Shipped,1,INR,517.0,MEERUT CANTT,UTTAR PRADESH,250001.0,IN,False,Easy Ship
1041,403-2828148-2903504,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET358,SET358-KR-NP-XXL,Set,XXL,B09QJN1ZZ6,Shipped,1,INR,1092.0,ALIGARH,UTTAR PRADESH,202001.0,IN,False,Easy Ship
1046,403-5843515-0197907,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3721,JNE3721-KR-L,kurta,L,B099FBM4FZ,Shipped,1,INR,329.0,PUNE,MAHARASHTRA,411023.0,IN,False,Easy Ship
1062,406-5601546-3935561,2022-04-30,Shipped - Returned to Seller,Merchant,Amazon.in,Standard,J0332,J0332-DR-XXL,Western Dress,XXL,B09LM6C4WH,Shipped,1,INR,699.0,HYDERABAD,TELANGANA,500100.0,IN,False,Easy Ship
1076,171-4531834-4554765,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0352,J0352-KR-XXL,kurta,XXL,B09812HG5W,Shipped,1,INR,635.0,VADODARA,Gujarat,390006.0,IN,False,Easy Ship
1082,402-7869356-9551565,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3396,JNE3396-KR-XL,kurta,XL,B083ZZGZBV,Shipped,1,INR,487.0,MUMBAI,MAHARASHTRA,400016.0,IN,False,Easy Ship
1093,407-7918584-3321167,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW030,NW030-TP-PJ-XL,Set,XL,B09G2STB6H,Shipped,1,INR,582.0,COIMBATORE,TAMIL NADU,641027.0,IN,False,Easy Ship
1098,406-0956140-0012349,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3794,JNE3794-KR-XXL,kurta,XXL,B09HMS8F1B,Shipped,1,INR,517.0,NAGPUR,MAHARASHTRA,440024.0,IN,False,Easy Ship
1104,408-3011835-7100318,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3730,JNE3730-KR-XL,kurta,XL,B09HMG9NV1,Shipped,1,INR,0.0,PATNA,BIHAR,800013.0,IN,False,Easy Ship
1105,405-7844536-8046762,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0301,J0301-TP-XL,Top,XL,B099S87FTK,Shipped,1,INR,493.0,KOLKATA,WEST BENGAL,700010.0,IN,False,Easy Ship
1108,406-0691895-0471503,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3440,JNE3440-KR-N-XL,kurta,XL,B081WPK66G,Shipped,1,INR,399.0,DEORIA,UTTAR PRADESH,274001.0,IN,False,Easy Ship
1110,405-1355264-6557110,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET378,SET378-KR-NP-XS,Set,XS,B09RKFQBBZ,Shipped,1,INR,1221.0,MUMBAI,MAHARASHTRA,400017.0,IN,False,Easy Ship
1134,408-8369778-8012338,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3773,JNE3773-KR-XL,kurta,XL,B09K3RBXGF,Shipped,1,INR,280.0,BENGALURU,KARNATAKA,560059.0,IN,False,Easy Ship
1141,404-6334429-8355529,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0004,J0004-SKD-L,Set,L,B0894WMVMW,Shipped,1,INR,1115.0,HYDERABAD,TELANGANA,500084.0,IN,False,Easy Ship
1154,404-2417347-9633938,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5013,MEN5013-KR-S,kurta,S,B08YZ1MK8Z,Shipped,1,INR,499.0,"Durganagar ,Nimta south",WEST BENGAL,700049.0,IN,False,Easy Ship
1160,407-1450322-3656343,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3697,JNE3697-KR-XXL,kurta,XXL,B098133PV5,Shipped,1,INR,458.0,AGARTALA,TRIPURA,799006.0,IN,False,Easy Ship
1162,403-5897087-6057916,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2265,JNE2265-KR-501-XL,kurta,XL,B07HWRCWF8,Shipped,1,INR,329.0,ERNAKULAM,KERALA,682017.0,IN,False,Easy Ship
1165,403-6574556-1329104,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3439,JNE3439-KR-M,kurta,M,B081WSGX1L,Shipped,1,INR,399.0,SIKAR,RAJASTHAN,332001.0,IN,False,Easy Ship
1168,403-6907642-9162700,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,GURUGRAM,HARYANA,122017.0,IN,False,Easy Ship
1169,406-9093405-4105951,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,NW034,NW034-TP-PJ-XL,Set,XL,B09M75WS4Q,Shipped,1,INR,613.0,GREATER NOIDA,UTTAR PRADESH,201308.0,IN,False,Easy Ship
1190,403-7790316-3965142,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3781,JNE3781-KR-XS,kurta,XS,B09K3T14LM,Shipped,1,INR,432.0,ERNAKULAM,KERALA,686664.0,IN,False,Easy Ship
1192,171-8197669-4514719,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0025,J0025-DR-XXXL,Western Dress,3XL,B089G1R7G8,Shipped,1,INR,566.0,HYDERABAD,TELANGANA,500080.0,IN,False,Easy Ship
1193,171-8197669-4514719,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0152,J0152-DR-XXL,Western Dress,XXL,B08V1FR2M9,Shipped,1,INR,885.0,HYDERABAD,TELANGANA,500080.0,IN,False,Easy Ship
1195,404-2251624-2563520,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET353,SET353-KR-NP-XL,Set,XL,B09KXTD3Q6,Shipped,1,INR,888.0,PHIRANGIPURAM,ANDHRA PRADESH,522529.0,IN,False,Easy Ship
1196,402-4809412-0843557,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET351,SET351-KR-NP-L,Set,L,B09KXVHNS4,Shipped,1,INR,599.0,PUNE,MAHARASHTRA,411037.0,IN,False,Easy Ship
1197,405-0010015-4883533,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0092,J0092-SET-XXL,Set,XXL,B089G23VMN,Shipped,1,INR,833.0,DHANBAD,JHARKHAND,826001.0,IN,False,Easy Ship
1205,407-0481881-2040338,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3618,JNE3618-KR-XL,kurta,XL,B092SGXQBG,Shipped,1,INR,375.0,BENGALURU,KARNATAKA,560093.0,IN,False,Easy Ship
1212,407-8491386-7513905,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5023,MEN5023-KR-S,kurta,S,B08YZ1GSGW,Shipped,1,INR,549.0,KOLKATA,WEST BENGAL,700024.0,IN,False,Easy Ship
1213,402-2340256-8452344,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-XS,Western Dress,XS,B09SDY9SQ6,Shipped,1,INR,771.0,KADAPA,ANDHRA PRADESH,516001.0,IN,False,Easy Ship
1217,405-3573479-2335568,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET183,SET183-KR-DH-M,Set,M,B08B3Z2YY3,Shipped,1,INR,759.0,Badlapur,UTTAR PRADESH,222125.0,IN,False,Easy Ship
1219,407-6622658-9113933,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET366,SET366-KR-NP-XL,Set,XL,B09QJN3H8D,Shipped,1,INR,1199.0,JAIPUR,RAJASTHAN,302006.0,IN,False,Easy Ship
1226,408-5393823-3123507,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-L,kurta,L,B079WXK84M,Shipped,1,INR,0.0,KRISHNAGIRI,TAMIL NADU,635103.0,IN,False,Easy Ship
1240,404-6841683-9125139,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0152,J0152-DR-XXL,Western Dress,XXL,B08V1FR2M9,Shipped,1,INR,885.0,Pune,MAHARASHTRA,411060.0,IN,False,Easy Ship
1244,171-5977193-3394716,2022-04-30,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3703,JNE3703-KR-XL,kurta,XL,B099NNYQ1K,Shipped,1,INR,316.0,HYDERABAD,TELANGANA,500068.0,IN,False,Easy Ship
